MV1_DATE,TERM,Mid_Market_Rate
12/19/22,9M,4.802
12/19/22,1Y,4.803
12/19/22,18M,4.566
12/19/22,2Y,4.278
12/19/22,3Y,3.847
12/19/22,5Y,3.475
12/19/22,10Y,3.268
12/19/22,20Y,3.189
12/19/22,30Y,2.932
12/16/22,ON,4.32
12/16/22,1W,4.303
12/16/22,2W,4.307
12/16/22,3W,4.314
12/16/22,1M,4.319
12/16/22,2M,4.428
12/16/22,3M,4.503
12/16/22,4M,4.584
12/16/22,5M,4.646
12/16/22,6M,4.691
12/16/22,9M,4.752
12/16/22,1Y,4.751
12/16/22,18M,4.507
12/16/22,2Y,4.286
12/16/22,3Y,3.833
12/16/22,5Y,3.395
12/16/22,10Y,3.187
12/16/22,20Y,3.114
12/16/22,30Y,2.865
12/15/22,ON,4.32
12/15/22,1W,4.299
12/15/22,2W,4.303
12/15/22,3W,4.308
12/15/22,1M,4.314
12/15/22,2M,4.423
12/15/22,3M,4.5
12/15/22,4M,4.585
12/15/22,5M,4.651
12/15/22,6M,4.708
12/15/22,9M,4.789
12/15/22,1Y,4.801
12/15/22,18M,4.561
12/15/22,2Y,4.271
12/15/22,3Y,3.813
12/15/22,5Y,3.401
12/15/22,10Y,3.158
12/15/22,20Y,3.081
12/15/22,30Y,2.832
12/14/22,ON,3.8
12/14/22,1W,4.321
12/14/22,2W,4.322
12/14/22,3W,4.323
12/14/22,1M,4.325
12/14/22,2M,4.404
12/14/22,3M,4.488
12/14/22,4M,4.572
12/14/22,5M,4.632
12/14/22,6M,4.686
12/14/22,9M,4.766
12/14/22,1Y,4.774
12/14/22,18M,4.54
12/14/22,2Y,4.255
12/14/22,3Y,3.815
12/14/22,5Y,3.425
12/14/22,10Y,3.201
12/14/22,20Y,3.125
12/14/22,30Y,2.868
12/13/22,ON,3.8
12/13/22,1W,4.302
12/13/22,2W,4.304
12/13/22,3W,4.31
12/13/22,1M,4.319
12/13/22,2M,4.402
12/13/22,3M,4.494
12/13/22,4M,4.582
12/13/22,5M,4.639
12/13/22,6M,4.689
12/13/22,9M,4.77
12/13/22,1Y,4.776
12/13/22,18M,4.54
12/13/22,2Y,4.252
12/13/22,3Y,3.815
12/13/22,5Y,3.421
12/13/22,10Y,3.198
12/13/22,20Y,3.123
12/13/22,30Y,2.867
12/12/22,ON,3.8
12/12/22,1W,4.254
12/12/22,2W,4.296
12/12/22,3W,4.311
12/12/22,1M,4.325
12/12/22,2M,4.415
12/12/22,3M,4.523
12/12/22,4M,4.622
12/12/22,5M,4.7
12/12/22,6M,4.762
12/12/22,9M,4.872
12/12/22,1Y,4.902
12/12/22,18M,4.699
12/12/22,2Y,4.42
12/12/22,3Y,3.974
12/12/22,5Y,3.564
12/12/22,10Y,3.31
12/12/22,20Y,3.209
12/12/22,30Y,2.938
12/9/22,ON,3.8
12/9/22,1W,4.183
12/9/22,2W,4.256
12/9/22,3W,4.282
12/9/22,1M,4.3
12/9/22,2M,4.391
12/9/22,3M,4.5
12/9/22,4M,4.596
12/9/22,5M,4.676
12/9/22,6M,4.734
12/9/22,9M,4.842
12/9/22,1Y,4.872
12/9/22,18M,4.659
12/9/22,2Y,4.373
12/9/22,3Y,3.918
12/9/22,5Y,3.515
12/9/22,10Y,3.265
12/9/22,20Y,3.175
12/9/22,30Y,2.914
12/8/22,ON,3.8
12/8/22,1W,4.108
12/8/22,2W,4.226
12/8/22,3W,4.261
12/8/22,1M,4.283
12/8/22,2M,4.381
12/8/22,3M,4.49
12/8/22,4M,4.584
12/8/22,5M,4.66
12/8/22,6M,4.724
12/8/22,9M,4.832
12/8/22,1Y,4.861
12/8/22,18M,4.645
12/8/22,2Y,4.352
12/8/22,3Y,3.884
12/8/22,5Y,3.461
12/8/22,10Y,3.181
12/8/22,20Y,3.073
12/8/22,30Y,2.801
12/7/22,ON,3.8
12/7/22,1W,3.882
12/7/22,2W,4.108
12/7/22,3W,4.185
12/7/22,1M,4.236
12/7/22,2M,4.336
12/7/22,3M,4.459
12/7/22,4M,4.558
12/7/22,5M,4.631
12/7/22,6M,4.695
12/7/22,9M,4.802
12/7/22,1Y,4.824
12/7/22,18M,4.596
12/7/22,2Y,4.295
12/7/22,3Y,3.816
12/7/22,5Y,3.361
12/7/22,10Y,3.089
12/7/22,20Y,3.001
12/7/22,30Y,2.742
12/6/22,ON,3.8
12/6/22,1W,3.789
12/6/22,2W,4.063
12/6/22,3W,4.156
12/6/22,1M,4.221
12/6/22,2M,4.323
12/6/22,3M,4.455
12/6/22,4M,4.566
12/6/22,5M,4.642
12/6/22,6M,4.713
12/6/22,9M,4.833
12/6/22,1Y,4.872
12/6/22,18M,4.672
12/6/22,2Y,4.388
12/6/22,3Y,3.913
12/6/22,5Y,3.467
12/6/22,10Y,3.174
12/6/22,20Y,3.084
12/6/22,30Y,2.829
12/5/22,ON,3.81
12/5/22,1W,3.791
12/5/22,2W,4.027
12/5/22,3W,4.134
12/5/22,1M,4.213
12/5/22,2M,4.313
12/5/22,3M,4.451
12/5/22,4M,4.557
12/5/22,5M,4.646
12/5/22,6M,4.719
12/5/22,9M,4.849
12/5/22,1Y,4.896
12/5/22,18M,4.71
12/5/22,2Y,4.425
12/5/22,3Y,3.955
12/5/22,5Y,3.532
12/5/22,10Y,3.279
12/5/22,20Y,3.198
12/5/22,30Y,2.942
12/2/22,ON,3.81
12/2/22,1W,3.805
12/2/22,2W,3.995
12/2/22,3W,4.111
12/2/22,1M,4.186
12/2/22,2M,4.294
12/2/22,3M,4.428
12/2/22,4M,4.527
12/2/22,5M,4.611
12/2/22,6M,4.672
12/2/22,9M,4.784
12/2/22,1Y,4.814
12/2/22,18M,4.601
12/2/22,2Y,4.304
12/2/22,3Y,3.824
12/2/22,5Y,3.404
12/2/22,10Y,3.177
12/2/22,20Y,3.116
12/2/22,30Y,2.874
12/1/22,ON,3.82
12/1/22,1W,3.806
12/1/22,2W,3.96
12/1/22,3W,4.1
12/1/22,1M,4.173
12/1/22,2M,4.291
12/1/22,3M,4.424
12/1/22,4M,4.516
12/1/22,5M,4.591
12/1/22,6M,4.652
12/1/22,9M,4.752
12/1/22,1Y,4.778
12/1/22,18M,4.572
12/1/22,2Y,4.286
12/1/22,3Y,3.832
12/1/22,5Y,3.428
12/1/22,10Y,3.203
12/1/22,20Y,3.163
12/1/22,30Y,2.93
11/30/22,ON,3.82
11/30/22,1W,3.804
11/30/22,2W,3.844
11/30/22,3W,4.015
11/30/22,1M,4.133
11/30/22,2M,4.248
11/30/22,3M,4.403
11/30/22,4M,4.514
11/30/22,5M,4.599
11/30/22,6M,4.671
11/30/22,9M,4.799
11/30/22,1Y,4.84
11/30/22,18M,4.654
11/30/22,2Y,4.394
11/30/22,3Y,3.959
11/30/22,5Y,3.579
11/30/22,10Y,3.375
11/30/22,20Y,3.325
11/30/22,30Y,3.093
11/29/22,ON,3.81
11/29/22,1W,3.784
11/29/22,2W,3.785
11/29/22,3W,3.976
11/29/22,1M,4.117
11/29/22,2M,4.237
11/29/22,3M,4.399
11/29/22,4M,4.519
11/29/22,5M,4.604
11/29/22,6M,4.683
11/29/22,9M,4.828
11/29/22,1Y,4.89
11/29/22,18M,4.736
11/29/22,2Y,4.494
11/29/22,3Y,4.074
11/29/22,5Y,3.668
11/29/22,10Y,3.417
11/29/22,20Y,3.324
11/29/22,30Y,3.068
11/28/22,ON,3.8
11/28/22,1W,3.792
11/28/22,2W,3.79
11/28/22,3W,3.954
11/28/22,1M,4.078
11/28/22,2M,4.233
11/28/22,3M,4.398
11/28/22,4M,4.516
11/28/22,5M,4.607
11/28/22,6M,4.692
11/28/22,9M,4.835
11/28/22,1Y,4.892
11/28/22,18M,4.739
11/28/22,2Y,4.5
11/28/22,3Y,4.076
11/28/22,5Y,3.66
11/28/22,10Y,3.389
11/28/22,20Y,3.286
11/28/22,30Y,3.022
11/25/22,ON,3.8
11/25/22,1W,3.8
11/25/22,2W,3.8
11/25/22,3W,3.933
11/25/22,1M,4.062
11/25/22,2M,4.222
11/25/22,3M,4.388
11/25/22,4M,4.495
11/25/22,5M,4.595
11/25/22,6M,4.678
11/25/22,9M,4.826
11/25/22,1Y,4.887
11/25/22,18M,4.737
11/25/22,2Y,4.492
11/25/22,3Y,4.069
11/25/22,5Y,3.636
11/25/22,10Y,3.37
11/25/22,20Y,3.271
11/25/22,30Y,3.011
11/24/22,ON,3.79
11/24/22,1W,3.823
11/24/22,2W,3.817
11/24/22,3W,3.921
11/24/22,1M,4.057
11/24/22,2M,4.228
11/24/22,3M,4.389
11/24/22,4M,4.494
11/24/22,5M,4.592
11/24/22,6M,4.673
11/24/22,9M,4.822
11/24/22,1Y,4.885
11/24/22,18M,4.737
11/24/22,2Y,4.492
11/24/22,3Y,4.073
11/24/22,5Y,3.66
11/24/22,10Y,3.379
11/24/22,20Y,3.268
11/24/22,30Y,3.004
11/23/22,ON,3.79
11/23/22,1W,3.826
11/23/22,2W,3.821
11/23/22,3W,3.926
11/23/22,1M,4.061
11/23/22,2M,4.232
11/23/22,3M,4.396
11/23/22,4M,4.499
11/23/22,5M,4.603
11/23/22,6M,4.688
11/23/22,9M,4.838
11/23/22,1Y,4.9
11/23/22,18M,4.747
11/23/22,2Y,4.499
11/23/22,3Y,4.074
11/23/22,5Y,3.666
11/23/22,10Y,3.388
11/23/22,20Y,3.277
11/23/22,30Y,3.011
11/22/22,ON,3.8
11/22/22,1W,3.815
11/22/22,2W,3.815
11/22/22,3W,3.843
11/22/22,1M,4.027
11/22/22,2M,4.198
11/22/22,3M,4.377
11/22/22,4M,4.485
11/22/22,5M,4.593
11/22/22,6M,4.682
11/22/22,9M,4.854
11/22/22,1Y,4.924
11/22/22,18M,4.767
11/22/22,2Y,4.526
11/22/22,3Y,4.103
11/22/22,5Y,3.71
11/22/22,10Y,3.436
11/22/22,20Y,3.343
11/22/22,30Y,3.089
11/21/22,ON,3.8
11/21/22,1W,3.81
11/21/22,2W,3.816
11/21/22,3W,3.82
11/21/22,1M,3.966
11/21/22,2M,4.174
11/21/22,3M,4.334
11/21/22,4M,4.442
11/21/22,5M,4.563
11/21/22,6M,4.651
11/21/22,9M,4.83
11/21/22,1Y,4.906
11/21/22,18M,4.774
11/21/22,2Y,4.557
11/21/22,3Y,4.169
11/21/22,5Y,3.78
11/21/22,10Y,3.527
11/21/22,20Y,3.437
11/21/22,30Y,3.182
11/18/22,ON,3.8
11/18/22,1W,3.805
11/18/22,2W,3.803
11/18/22,3W,3.802
11/18/22,1M,3.932
11/18/22,2M,4.158
11/18/22,3M,4.313
11/18/22,4M,4.421
11/18/22,5M,4.544
11/18/22,6M,4.627
11/18/22,9M,4.805
11/18/22,1Y,4.877
11/18/22,18M,4.744
11/18/22,2Y,4.536
11/18/22,3Y,4.146
11/18/22,5Y,3.762
11/18/22,10Y,3.514
11/18/22,20Y,3.447
11/18/22,30Y,3.203
11/17/22,ON,3.8
11/17/22,1W,3.812
11/17/22,2W,3.811
11/17/22,3W,3.81
11/17/22,1M,3.917
11/17/22,2M,4.146
11/17/22,3M,4.291
11/17/22,4M,4.397
11/17/22,5M,4.508
11/17/22,6M,4.596
11/17/22,9M,4.76
11/17/22,1Y,4.823
11/17/22,18M,4.68
11/17/22,2Y,4.464
11/17/22,3Y,4.063
11/17/22,5Y,3.684
11/17/22,10Y,3.456
11/17/22,20Y,3.396
11/17/22,30Y,3.155
11/16/22,ON,3.81
11/16/22,1W,3.807
11/16/22,2W,3.808
11/16/22,3W,3.804
11/16/22,1M,3.872
11/16/22,2M,4.104
11/16/22,3M,4.267
11/16/22,4M,4.369
11/16/22,5M,4.468
11/16/22,6M,4.549
11/16/22,9M,4.708
11/16/22,1Y,4.763
11/16/22,18M,4.596
11/16/22,2Y,4.366
11/16/22,3Y,3.969
11/16/22,5Y,3.593
11/16/22,10Y,3.372
11/16/22,20Y,3.347
11/16/22,30Y,3.13
11/15/22,ON,3.8
11/15/22,1W,3.807
11/15/22,2W,3.808
11/15/22,3W,3.808
11/15/22,1M,3.875
11/15/22,2M,4.098
11/15/22,3M,4.244
11/15/22,4M,4.356
11/15/22,5M,4.461
11/15/22,6M,4.541
11/15/22,9M,4.695
11/15/22,1Y,4.749
11/15/22,18M,4.589
11/15/22,2Y,4.371
11/15/22,3Y,4.002
11/15/22,5Y,3.665
11/15/22,10Y,3.492
11/15/22,20Y,3.474
11/15/22,30Y,3.255
11/14/22,ON,3.79
11/14/22,1W,3.791
11/14/22,2W,3.792
11/14/22,3W,3.794
11/14/22,1M,3.814
11/14/22,2M,4.088
11/14/22,3M,4.232
11/14/22,4M,4.349
11/14/22,5M,4.462
11/14/22,6M,4.542
11/14/22,9M,4.704
11/14/22,1Y,4.766
11/14/22,18M,4.629
11/14/22,2Y,4.439
11/14/22,3Y,4.092
11/14/22,5Y,3.747
11/14/22,10Y,3.566
11/14/22,20Y,3.542
11/14/22,30Y,3.319
11/11/22,ON,3.78
11/11/22,1W,3.785
11/11/22,2W,3.787
11/11/22,3W,3.789
11/11/22,1M,3.791
11/11/22,2M,4.078
11/11/22,3M,4.216
11/11/22,4M,4.335
11/11/22,5M,4.451
11/11/22,6M,4.528
11/11/22,9M,4.68
11/11/22,1Y,4.724
11/11/22,18M,4.571
11/11/22,2Y,4.385
11/11/22,3Y,4.045
11/11/22,5Y,3.706
11/11/22,10Y,3.526
11/11/22,20Y,3.506
11/11/22,30Y,3.278
11/10/22,ON,3.78
11/10/22,1W,3.785
11/10/22,2W,3.787
11/10/22,3W,3.79
11/10/22,1M,3.794
11/10/22,2M,4.077
11/10/22,3M,4.212
11/10/22,4M,4.329
11/10/22,5M,4.441
11/10/22,6M,4.515
11/10/22,9M,4.661
11/10/22,1Y,4.707
11/10/22,18M,4.561
11/10/22,2Y,4.377
11/10/22,3Y,4.048
11/10/22,5Y,3.71
11/10/22,10Y,3.544
11/10/22,20Y,3.536
11/10/22,30Y,3.309
11/9/22,ON,3.78
11/9/22,1W,3.79
11/9/22,2W,3.791
11/9/22,3W,3.792
11/9/22,1M,3.793
11/9/22,2M,4.104
11/9/22,3M,4.249
11/9/22,4M,4.384
11/9/22,5M,4.508
11/9/22,6M,4.608
11/9/22,9M,4.797
11/9/22,1Y,4.883
11/9/22,18M,4.804
11/9/22,2Y,4.669
11/9/22,3Y,4.372
11/9/22,5Y,4.04
11/9/22,10Y,3.857
11/9/22,20Y,3.793
11/9/22,30Y,3.542
11/8/22,ON,3.78
11/8/22,1W,3.795
11/8/22,2W,3.797
11/8/22,3W,3.798
11/8/22,1M,3.797
11/8/22,2M,4.056
11/8/22,3M,4.214
11/8/22,4M,4.359
11/8/22,5M,4.485
11/8/22,6M,4.585
11/8/22,9M,4.792
11/8/22,1Y,4.89
11/8/22,18M,4.835
11/8/22,2Y,4.714
11/8/22,3Y,4.425
11/8/22,5Y,4.077
11/8/22,10Y,3.845
11/8/22,20Y,3.745
11/8/22,30Y,3.476
11/7/22,ON,3.78
11/7/22,1W,3.794
11/7/22,2W,3.796
11/7/22,3W,3.797
11/7/22,1M,3.796
11/7/22,2M,4.05
11/7/22,3M,4.21
11/7/22,4M,4.362
11/7/22,5M,4.497
11/7/22,6M,4.598
11/7/22,9M,4.815
11/7/22,1Y,4.923
11/7/22,18M,4.885
11/7/22,2Y,4.777
11/7/22,3Y,4.496
11/7/22,5Y,4.163
11/7/22,10Y,3.94
11/7/22,20Y,3.825
11/7/22,30Y,3.544
11/4/22,ON,3.8
11/4/22,1W,3.797
11/4/22,2W,3.798
11/4/22,3W,3.799
11/4/22,1M,3.798
11/4/22,2M,4.036
11/4/22,3M,4.183
11/4/22,4M,4.333
11/4/22,5M,4.467
11/4/22,6M,4.562
11/4/22,9M,4.777
11/4/22,1Y,4.881
11/4/22,18M,4.833
11/4/22,2Y,4.722
11/4/22,3Y,4.441
11/4/22,5Y,4.116
11/4/22,10Y,3.91
11/4/22,20Y,3.785
11/4/22,30Y,3.501
11/3/22,ON,3.8
11/3/22,1W,3.805
11/3/22,2W,3.806
11/3/22,3W,3.807
11/3/22,1M,3.805
11/3/22,2M,4.049
11/3/22,3M,4.193
11/3/22,4M,4.35
11/3/22,5M,4.48
11/3/22,6M,4.589
11/3/22,9M,4.811
11/3/22,1Y,4.924
11/3/22,18M,4.886
11/3/22,2Y,4.777
11/3/22,3Y,4.491
11/3/22,5Y,4.147
11/3/22,10Y,3.884
11/3/22,20Y,3.72
11/3/22,30Y,3.421
11/2/22,ON,3.05
11/2/22,1W,3.802
11/2/22,2W,3.803
11/2/22,3W,3.804
11/2/22,1M,3.806
11/2/22,2M,4.003
11/2/22,3M,4.166
11/2/22,4M,4.317
11/2/22,5M,4.433
11/2/22,6M,4.537
11/2/22,9M,4.749
11/2/22,1Y,4.849
11/2/22,18M,4.785
11/2/22,2Y,4.663
11/2/22,3Y,4.381
11/2/22,5Y,4.052
11/2/22,10Y,3.828
11/2/22,20Y,3.687
11/2/22,30Y,3.398
11/1/22,ON,3.05
11/1/22,1W,3.798
11/1/22,2W,3.799
11/1/22,3W,3.801
11/1/22,1M,3.8
11/1/22,2M,3.996
11/1/22,3M,4.151
11/1/22,4M,4.313
11/1/22,5M,4.44
11/1/22,6M,4.542
11/1/22,9M,4.741
11/1/22,1Y,4.826
11/1/22,18M,4.745
11/1/22,2Y,4.614
11/1/22,3Y,4.337
11/1/22,5Y,4.041
11/1/22,10Y,3.816
11/1/22,20Y,3.682
11/1/22,30Y,3.397
10/31/22,ON,3.05
10/31/22,1W,3.687
10/31/22,2W,3.743
10/31/22,3W,3.762
10/31/22,1M,3.774
10/31/22,2M,3.979
10/31/22,3M,4.131
10/31/22,4M,4.294
10/31/22,5M,4.422
10/31/22,6M,4.515
10/31/22,9M,4.695
10/31/22,1Y,4.773
10/31/22,18M,4.693
10/31/22,2Y,4.565
10/31/22,3Y,4.302
10/31/22,5Y,4.028
10/31/22,10Y,3.829
10/31/22,20Y,3.73
10/31/22,30Y,3.459
10/28/22,ON,3.05
10/28/22,1W,3.567
10/28/22,2W,3.675
10/28/22,3W,3.712
10/28/22,1M,3.736
10/28/22,2M,3.947
10/28/22,3M,4.095
10/28/22,4M,4.252
10/28/22,5M,4.379
10/28/22,6M,4.466
10/28/22,9M,4.638
10/28/22,1Y,4.706
10/28/22,18M,4.618
10/28/22,2Y,4.493
10/28/22,3Y,4.235
10/28/22,5Y,3.965
10/28/22,10Y,3.754
10/28/22,20Y,3.649
10/28/22,30Y,3.376
10/27/22,ON,3.04
10/27/22,1W,3.44
10/27/22,2W,3.618
10/27/22,3W,3.678
10/27/22,1M,3.716
10/27/22,2M,3.902
10/27/22,3M,4.073
10/27/22,4M,4.22
10/27/22,5M,4.333
10/27/22,6M,4.414
10/27/22,9M,4.57
10/27/22,1Y,4.619
10/27/22,18M,4.513
10/27/22,2Y,4.378
10/27/22,3Y,4.114
10/27/22,5Y,3.846
10/27/22,10Y,3.656
10/27/22,20Y,3.584
10/27/22,30Y,3.323
10/26/22,ON,3.03
10/26/22,1W,3.112
10/26/22,2W,3.517
10/26/22,3W,3.571
10/26/22,1M,3.647
10/26/22,2M,3.848
10/26/22,3M,4.043
10/26/22,4M,4.205
10/26/22,5M,4.315
10/26/22,6M,4.414
10/26/22,9M,4.585
10/26/22,1Y,4.657
10/26/22,18M,4.585
10/26/22,2Y,4.469
10/26/22,3Y,4.214
10/26/22,5Y,3.941
10/26/22,10Y,3.736
10/26/22,20Y,3.662
10/26/22,30Y,3.393
10/25/22,ON,3.02
10/25/22,1W,3.026
10/25/22,2W,3.421
10/25/22,3W,3.554
10/25/22,1M,3.646
10/25/22,2M,3.85
10/25/22,3M,4.054
10/25/22,4M,4.228
10/25/22,5M,4.344
10/25/22,6M,4.448
10/25/22,9M,4.631
10/25/22,1Y,4.713
10/25/22,18M,4.653
10/25/22,2Y,4.541
10/25/22,3Y,4.288
10/25/22,5Y,4.019
10/25/22,10Y,3.843
10/25/22,20Y,3.773
10/25/22,30Y,3.499
10/24/22,ON,3.01
10/24/22,1W,3.023
10/24/22,2W,3.365
10/24/22,3W,3.518
10/24/22,1M,3.631
10/24/22,2M,3.843
10/24/22,3M,4.046
10/24/22,4M,4.231
10/24/22,5M,4.349
10/24/22,6M,4.452
10/24/22,9M,4.639
10/24/22,1Y,4.723
10/24/22,18M,4.675
10/24/22,2Y,4.572
10/24/22,3Y,4.337
10/24/22,5Y,4.099
10/24/22,10Y,3.955
10/24/22,20Y,3.868
10/24/22,30Y,3.584
10/21/22,ON,3.02
10/21/22,1W,3.031
10/21/22,2W,3.31
10/21/22,3W,3.477
10/21/22,1M,3.587
10/21/22,2M,3.817
10/21/22,3M,4.012
10/21/22,4M,4.195
10/21/22,5M,4.309
10/21/22,6M,4.406
10/21/22,9M,4.591
10/21/22,1Y,4.681
10/21/22,18M,4.653
10/21/22,2Y,4.565
10/21/22,3Y,4.339
10/21/22,5Y,4.093
10/21/22,10Y,3.931
10/21/22,20Y,3.832
10/21/22,30Y,3.547
10/20/22,ON,3.03
10/20/22,1W,3.027
10/20/22,2W,3.255
10/20/22,3W,3.446
10/20/22,1M,3.578
10/20/22,2M,3.83
10/20/22,3M,4.04
10/20/22,4M,4.234
10/20/22,5M,4.365
10/20/22,6M,4.482
10/20/22,9M,4.688
10/20/22,1Y,4.793
10/20/22,18M,4.782
10/20/22,2Y,4.704
10/20/22,3Y,4.476
10/20/22,5Y,4.192
10/20/22,10Y,3.951
10/20/22,20Y,3.785
10/20/22,30Y,3.476
10/19/22,ON,3.04
10/19/22,1W,3.027
10/19/22,2W,3.085
10/19/22,3W,3.394
10/19/22,1M,3.493
10/19/22,2M,3.723
10/19/22,3M,4.001
10/19/22,4M,4.182
10/19/22,5M,4.318
10/19/22,6M,4.437
10/19/22,9M,4.643
10/19/22,1Y,4.741
10/19/22,18M,4.709
10/19/22,2Y,4.617
10/19/22,3Y,4.374
10/19/22,5Y,4.081
10/19/22,10Y,3.832
10/19/22,20Y,3.676
10/19/22,30Y,3.37
10/18/22,ON,3.04
10/18/22,1W,3.022
10/18/22,2W,3.023
10/18/22,3W,3.287
10/18/22,1M,3.47
10/18/22,2M,3.689
10/18/22,3M,3.957
10/18/22,4M,4.138
10/18/22,5M,4.268
10/18/22,6M,4.383
10/18/22,9M,4.582
10/18/22,1Y,4.666
10/18/22,18M,4.618
10/18/22,2Y,4.511
10/18/22,3Y,4.249
10/18/22,5Y,3.941
10/18/22,10Y,3.698
10/18/22,20Y,3.561
10/18/22,30Y,3.268
10/17/22,ON,3.05
10/17/22,1W,3.026
10/17/22,2W,3.027
10/17/22,3W,3.254
10/17/22,1M,3.461
10/17/22,2M,3.673
10/17/22,3M,3.948
10/17/22,4M,4.135
10/17/22,5M,4.268
10/17/22,6M,4.383
10/17/22,9M,4.597
10/17/22,1Y,4.689
10/17/22,18M,4.645
10/17/22,2Y,4.536
10/17/22,3Y,4.271
10/17/22,5Y,3.963
10/17/22,10Y,3.715
10/17/22,20Y,3.56
10/17/22,30Y,3.255
10/14/22,ON,3.04
10/14/22,1W,3.022
10/14/22,2W,3.023
10/14/22,3W,3.213
10/14/22,1M,3.41
10/14/22,2M,3.662
10/14/22,3M,3.935
10/14/22,4M,4.133
10/14/22,5M,4.268
10/14/22,6M,4.383
10/14/22,9M,4.605
10/14/22,1Y,4.707
10/14/22,18M,4.676
10/14/22,2Y,4.578
10/14/22,3Y,4.314
10/14/22,5Y,3.995
10/14/22,10Y,3.717
10/14/22,20Y,3.532
10/14/22,30Y,3.212
10/13/22,ON,3.04
10/13/22,1W,3.028
10/13/22,2W,3.029
10/13/22,3W,3.181
10/13/22,1M,3.39
10/13/22,2M,3.658
10/13/22,3M,3.92
10/13/22,4M,4.099
10/13/22,5M,4.238
10/13/22,6M,4.354
10/13/22,9M,4.554
10/13/22,1Y,4.645
10/13/22,18M,4.607
10/13/22,2Y,4.508
10/13/22,3Y,4.249
10/13/22,5Y,3.935
10/13/22,10Y,3.665
10/13/22,20Y,3.486
10/13/22,30Y,3.172
10/12/22,ON,3.04
10/12/22,1W,3.034
10/12/22,2W,3.035
10/12/22,3W,3.071
10/12/22,1M,3.3
10/12/22,2M,3.541
10/12/22,3M,3.834
10/12/22,4M,3.979
10/12/22,5M,4.104
10/12/22,6M,4.206
10/12/22,9M,4.375
10/12/22,1Y,4.453
10/12/22,18M,4.415
10/12/22,2Y,4.325
10/12/22,3Y,4.111
10/12/22,5Y,3.857
10/12/22,10Y,3.636
10/12/22,20Y,3.466
10/12/22,30Y,3.157
10/11/22,ON,3.05
10/11/22,1W,3.039
10/11/22,2W,3.04
10/11/22,3W,3.041
10/11/22,1M,3.295
10/11/22,2M,3.531
10/11/22,3M,3.8
10/11/22,4M,3.967
10/11/22,5M,4.094
10/11/22,6M,4.198
10/11/22,9M,4.376
10/11/22,1Y,4.459
10/11/22,18M,4.438
10/11/22,2Y,4.361
10/11/22,3Y,4.162
10/11/22,5Y,3.912
10/11/22,10Y,3.668
10/11/22,20Y,3.476
10/11/22,30Y,3.16
10/10/22,ON,3.05
10/10/22,1W,3.044
10/10/22,2W,3.045
10/10/22,3W,3.046
10/10/22,1M,3.284
10/10/22,2M,3.507
10/10/22,3M,3.769
10/10/22,4M,3.932
10/10/22,5M,4.06
10/10/22,6M,4.162
10/10/22,9M,4.348
10/10/22,1Y,4.44
10/10/22,18M,4.435
10/10/22,2Y,4.362
10/10/22,3Y,4.15
10/10/22,5Y,3.892
10/10/22,10Y,3.612
10/10/22,20Y,3.423
10/10/22,30Y,3.114
10/7/22,ON,3.05
10/7/22,1W,3.044
10/7/22,2W,3.045
10/7/22,3W,3.046
10/7/22,1M,3.288
10/7/22,2M,3.512
10/7/22,3M,3.774
10/7/22,4M,3.939
10/7/22,5M,4.065
10/7/22,6M,4.167
10/7/22,9M,4.35
10/7/22,1Y,4.439
10/7/22,18M,4.428
10/7/22,2Y,4.35
10/7/22,3Y,4.138
10/7/22,5Y,3.877
10/7/22,10Y,3.607
10/7/22,20Y,3.421
10/7/22,30Y,3.108
10/6/22,ON,3.05
10/6/22,1W,3.044
10/6/22,2W,3.045
10/6/22,3W,3.046
10/6/22,1M,3.274
10/6/22,2M,3.493
10/6/22,3M,3.734
10/6/22,4M,3.894
10/6/22,5M,4.012
10/6/22,6M,4.103
10/6/22,9M,4.272
10/6/22,1Y,4.356
10/6/22,18M,4.342
10/6/22,2Y,4.267
10/6/22,3Y,4.055
10/6/22,5Y,3.807
10/6/22,10Y,3.563
10/6/22,20Y,3.383
10/6/22,30Y,3.08
10/5/22,ON,3.04
10/5/22,1W,3.033
10/5/22,2W,3.034
10/5/22,3W,3.035
10/5/22,1M,3.126
10/5/22,2M,3.429
10/5/22,3M,3.672
10/5/22,4M,3.82
10/5/22,5M,3.941
10/5/22,6M,4.04
10/5/22,9M,4.203
10/5/22,1Y,4.279
10/5/22,18M,4.249
10/5/22,2Y,4.168
10/5/22,3Y,3.963
10/5/22,5Y,3.723
10/5/22,10Y,3.502
10/5/22,20Y,3.347
10/5/22,30Y,3.061
10/4/22,ON,3.04
10/4/22,1W,3.037
10/4/22,2W,3.037
10/4/22,3W,3.038
10/4/22,1M,3.126
10/4/22,2M,3.419
10/4/22,3M,3.645
10/4/22,4M,3.8
10/4/22,5M,3.922
10/4/22,6M,4.021
10/4/22,9M,4.183
10/4/22,1Y,4.251
10/4/22,18M,4.202
10/4/22,2Y,4.102
10/4/22,3Y,3.869
10/4/22,5Y,3.588
10/4/22,10Y,3.332
10/4/22,20Y,3.209
10/4/22,30Y,2.939
10/3/22,ON,3.0
10/3/22,1W,3.024
10/3/22,2W,3.025
10/3/22,3W,3.026
10/3/22,1M,3.11
10/3/22,2M,3.39
10/3/22,3M,3.611
10/3/22,4M,3.774
10/3/22,5M,3.892
10/3/22,6M,3.985
